21235500;1390
21230550;1376
21231070;1206
21231220;1109
21230330;1082
21235603;1044
21230290;947
21235280;912
21230420;875
21231210;779
21250310;778
21510105;734
21235130;675
21220200;639
21221250;631
21210000;616
21230045;595
21021080;592
21540501;567
21230085;545
21235160;542
21510030;541
21235111;528
21240470;524
21221350;503
21240530;463
21241051;451
21530000;445
21235390;424
21211170;412
21240460;407
21020190;405
21240060;402
21545260;398
21021480;391
21241170;382
21530014;372
21220310;371
21540020;370
21021360;361
21220480;354
21221390;347
21511210;344
21215170;336
21535130;329
21250240;319
21220650;313
21361420;312
21215000;311
21540540;306
21011350;304
21221410;301
21210720;287
21511000;281
21210840;279
21511110;274
21520410;265
21540070;265
21240200;256
21210674;252
21211006;252
21211007;249
21371420;247
21371310;246
21021580;240
21221490;240
21240670;238
21241090;238
21021350;235
21230145;234
21250550;232
21215480;227
21510102;225
21012140;223
21545110;223
21221280;221
21051370;220
21361130;219
21051470;218
21240700;217
21210670;208
21235070;200
21510210;200
21031440;197
21210090;197
21520020;197
21215570;191
21240370;189
21011630;187
21360201;187
21020330;185
21070030;185
21520460;185
21510170;182
21675130;182
21555300;180
21215290;179
21510540;179
21061751;175
21020140;174
21361290;174
21011490;155
21241020;155
21361260;155
21510103;144
21020410;143
21520860;140
21020160;137
21371312;131
21011270;129
21555010;127
21215310;126
21031611;125
21060090;123
21031410;120
21250620;117
21521330;115
21220300;111
21361230;110
21532470;110
21650001;110
21010050;109
21020300;109
21360202;109
21520250;109
20766730;102
21060070;100
21073185;98
21530170;98
21041020;97
21361140;96
21675040;96
21530150;93
21535000;93
21050454;92
21011330;91
21070560;90
21060230;89
21012010;88
21370590;86
21532200;86
21610570;86
21655220;86
21070390;85
21011580;82
21031030;82
21370560;81
21040000;80
21540220;80
20765171;77
21010640;77
21070040;77
21220580;76
21530140;76
21610490;75
20750093;74
21073010;74
21655340;74
21010260;72
21211000;72
21010070;71
21040010;69
20766570;68
21012175;68
21030001;68
21532140;68
21011650;67
21012155;67
21040113;67
21525530;66
21050435;65
21520300;65
21012150;64
21381300;64
21650480;64
20760020;63
21073311;61
21535420;61
21012076;60
21070490;60
20761330;58
21010290;57
21051350;57
20765110;55
21070230;55
20765280;54
21032000;53
21360270;51
21060120;50
21070170;50
21073240;50
21340420;50
20551031;48
20760590;48
20730000;47
22631260;47
21061040;45
21061771;45
21550390;45
20260141;42
21941732;42
20771350;41
20715003;40
21060500;40
21321624;40
21341140;40
21351021;40
21610210;40
21040210;39
21070360;39
21330790;39
21073460;38
21221210;38
21310310;38
20551030;37
21030040;37
21041070;37
21050730;37
21311280;37
21331250;37
21350301;37
22220000;37
20771001;36
20785340;36
21331290;36
21920400;36
20765370;35
21370250;35
21371190;35
21931576;35
22620230;35
20921270;34
21370340;34
21530020;34
21670512;34
22630010;34
20771004;33
20950092;33
21060130;33
21320060;33
21380320;33
20761380;32
21040080;32
21321010;32
21360200;32
21371220;32
22020030;32
21380210;31
21941000;31
22050000;31
20765140;29
20775150;29
21051330;29
21340190;29
21550170;29
21550526;29
21557100;29
21941320;29
22790570;29
22793001;29
20760680;28
20771360;28
20911210;28
20920340;28
21515202;28
21940120;28
22793380;28
20520051;27
20760515;27
20780200;27
21310130;27
21660000;27
22785110;27
20921440;26
20930060;26
21350031;26
21625001;26
21670410;26
22793080;26
22795077;26
20940250;25
21031720;25
21073040;25
21340020;25
21931580;25
22631400;25
22793620;25
20530001;24
20780230;24
21040150;24
